treatment,treatment_en,control,outcome,outcome_en,outlength,frequency,att,patt,sig,measure,value,diff,diff_patt,max_diff,measure_en,max_diff_patt,outlength2,sig2,sig2_en,valueText1,outlength3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Beschäftigung,Employment,9,m,10.1,37,***,Treatmentgruppe,37.5,"+10,1***","(+37,0%)",51.5,Treatmentgruppe,44.5,8.8,signifikant,significant,33.5,9
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-6.2,-47.3,***,Treatmentgruppe,6.9," -6,2***","(-47,3%)",27.1,Treatmentgruppe,20.1,0.8,signifikant,significant,2.9000000000000004,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-6.2,-47.3,***,Treatmentgruppe,6.9," -6,2***","(-47,3%)",27.1,Treatmentgruppe,20.1,11.8,signifikant,significant,2.9000000000000004,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-5.4,-38.8,***,Treatmentgruppe,8.6," -5,4***","(-38,8%)",28,Treatmentgruppe,21,14.8,signifikant,significant,4.6,15
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-5.1,-34.5,***,Treatmentgruppe,9.8," -5,1***","(-34,5%)",28.9,Treatmentgruppe,21.9,17.8,signifikant,significant,5.800000000000001,18
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-5.8,-34.4,***,Treatmentgruppe,11.1," -5,8***","(-34,4%)",31,Treatmentgruppe,24,1.8,signifikant,significant,7.1,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-5.4,-34.1,***,Treatmentgruppe,10.5," -5,4***","(-34,1%)",29.9,Treatmentgruppe,22.9,20.8,signifikant,significant,6.5,21
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-5.8,-34.4,***,Treatmentgruppe,11.1," -5,8***","(-34,4%)",31,Treatmentgruppe,24,23.8,signifikant,significant,7.1,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-6,-28.6,***,Treatmentgruppe,15," -6,0***","(-28,6%)",35,Treatmentgruppe,28,2.8,signifikant,significant,11,36
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-7.5,-83.7,***,Treatmentgruppe,1.5," -7,5***","(-83,7%)",23,Treatmentgruppe,16,2.8,signifikant,significant,-2.5,3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-6.3,-25.7,***,Treatmentgruppe,18.3," -6,3***","(-25,7%)",38.6,Treatmentgruppe,31.6,3.8,signifikant,significant,14.3,48
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-5.5,-20.6,***,Treatmentgruppe,21.1," -5,5***","(-20,6%)",40.6,Treatmentgruppe,33.6,4.8,signifikant,significant,17.1,60
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-5.9,-20.1,***,Treatmentgruppe,23.6," -5,9***","(-20,1%)",43.6,Treatmentgruppe,36.6,5.8,signifikant,significant,19.6,72
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-7.6,-71.7,***,Treatmentgruppe,3," -7,6***","(-71,7%)",24.6,Treatmentgruppe,17.6,5.8,signifikant,significant,-1,6
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-6.7,-55.8,***,Treatmentgruppe,5.3," -6,7***","(-55,8%)",26,Treatmentgruppe,19,8.8,signifikant,significant,1.2999999999999998,9
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,0.9,4.8,***,Treatmentgruppe,18.8,"+0,9***","(+4,8%)",32.8,Treatmentgruppe,25.8,0.8,signifikant,significant,14.8,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,0.9,4.8,***,Treatmentgruppe,18.8,"+0,9***","(+4,8%)",32.8,Treatmentgruppe,25.8,11.8,signifikant,significant,14.8,12
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,0.8,3.8,**,Treatmentgruppe,21.2,"+0,8**","(+3,8%)",35.2,Treatmentgruppe,28.2,14.8,signifikant,significant,17.2,15
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,1.4,6.7,***,Treatmentgruppe,23,"+1,4***","(+6,7%)",37,Treatmentgruppe,30,17.8,signifikant,significant,19,18
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,2.5,10.9,***,Treatmentgruppe,26,"+2,5***","(+10,9%)",40,Treatmentgruppe,33,1.8,signifikant,significant,22,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,1.8,8.2,***,Treatmentgruppe,24.1,"+1,8***","(+8,2%)",38.1,Treatmentgruppe,31.1,20.8,signifikant,significant,20.1,21
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",24,m,2.5,10.9,***,Treatmentgruppe,26,"+2,5***","(+10,9%)",40,Treatmentgruppe,33,23.8,signifikant,significant,22,24
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,j,3.7,14.4,***,Treatmentgruppe,29.7,"+3,7***","(+14,4%)",43.7,Treatmentgruppe,36.7,2.8,signifikant,significant,25.7,36
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",3,m,-6.7,-59.7,***,Treatmentgruppe,4.5," -6,7***","(-59,7%)",25.3,Treatmentgruppe,18.3,2.8,signifikant,significant,0.5,3
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",4,j,4,14.5,***,Treatmentgruppe,31.3,"+4,0***","(+14,5%)",45.3,Treatmentgruppe,38.3,3.8,signifikant,significant,27.3,48
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",5,j,3.9,13.4,***,Treatmentgruppe,33.4,"+3,9***","(+13,4%)",47.4,Treatmentgruppe,40.4,4.8,signifikant,significant,29.4,60
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,j,5,16.8,***,Treatmentgruppe,34.4,"+5,0***","(+16,8%)",48.4,Treatmentgruppe,41.4,5.8,signifikant,significant,30.4,72
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",6,m,-4.2,-29.6,***,Treatmentgruppe,10," -4,2***","(-29,6%)",28.2,Treatmentgruppe,21.2,5.8,signifikant,significant,6,6
"Sozialökonomische Betriebe und
Gemeinnützige Beschäftigungsprojekte (SÖB/GBP)",Direct job creation,Annahme: keine Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",9,m,-1.8,-11.1,***,Treatmentgruppe,14.3," -1,8***","(-11,1%)",30.1,Treatmentgruppe,23.1,8.8,signifikant,significant,10.3,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,1,j,-8.9,-20.4,°°°,Treatmentgruppe,34.6," -8,9°°°","(-20,4%)",57.5,Treatmentgruppe,50.5,0.8,signifikant,significant,30.6,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,12,m,-8.9,-20.4,°°°,Treatmentgruppe,34.6," -8,9°°°","(-20,4%)",57.5,Treatmentgruppe,50.5,11.8,signifikant,significant,30.6,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,15,m,-7.4,-18,°°°,Treatmentgruppe,33.6," -7,4°°°","(-18,0%)",54.9,Treatmentgruppe,47.9,14.8,signifikant,significant,29.6,15
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,18,m,-6.1,-15.1,°°°,Treatmentgruppe,34," -6,1°°°","(-15,1%)",54.1,Treatmentgruppe,47.1,17.8,signifikant,significant,30,18
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,2,j,-5.8,-16,°°°,Treatmentgruppe,30.7," -5,8°°°","(-16,0%)",50.5,Treatmentgruppe,43.5,1.8,signifikant,significant,26.7,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,21,m,-5.1,-13.2,°°°,Treatmentgruppe,33.7," -5,1°°°","(-13,2%)",52.9,Treatmentgruppe,45.9,20.8,signifikant,significant,29.700000000000003,21
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,24,m,-5.8,-16,°°°,Treatmentgruppe,30.7," -5,8°°°","(-16,0%)",50.5,Treatmentgruppe,43.5,23.8,signifikant,significant,26.7,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,j,-4.3,-13.6,°°°,Treatmentgruppe,27.3," -4,3°°°","(-13,6%)",45.6,Treatmentgruppe,38.6,2.8,signifikant,significant,23.3,36
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,3,m,-23.2,-38.9,°°°,Treatmentgruppe,36.4,"-23,2°°°","(-38,9%)",73.6,Treatmentgruppe,66.6,2.8,signifikant,significant,32.4,3
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,4,j,-3.2,-11.4,°°°,Treatmentgruppe,24.6," -3,2°°°","(-11,4%)",41.7,Treatmentgruppe,34.7,3.8,signifikant,significant,20.6,48
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,5,j,-2.8,-11.2,°°°,Treatmentgruppe,22.5," -2,8°°°","(-11,2%)",39.3,Treatmentgruppe,32.3,4.8,signifikant,significant,18.5,60
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,j,-2.4,-10.2,°°°,Treatmentgruppe,21.1," -2,4°°°","(-10,2%)",37.5,Treatmentgruppe,30.5,5.8,signifikant,significant,17.1,72
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,6,m,-14.3,-27.7,°°°,Treatmentgruppe,37.4,"-14,3°°°","(-27,7%)",65.7,Treatmentgruppe,58.7,5.8,signifikant,significant,33.4,6
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Arbeitslosigkeit,Registered unemployment,9,m,-9.6,-20.3,°°°,Treatmentgruppe,37.8," -9,6°°°","(-20,3%)",61.4,Treatmentgruppe,54.4,8.8,signifikant,significant,33.8,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,1,j,12.7,28.7,°°°,Treatmentgruppe,56.9,"+12,7°°°","(+28,7%)",70.9,Treatmentgruppe,63.9,0.8,signifikant,significant,52.9,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,12,m,12.7,28.7,°°°,Treatmentgruppe,56.9,"+12,7°°°","(+28,7%)",70.9,Treatmentgruppe,63.9,11.8,signifikant,significant,52.9,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,15,m,11.1,23.9,°°°,Treatmentgruppe,57.2,"+11,1°°°","(+23,9%)",71.2,Treatmentgruppe,64.2,14.8,signifikant,significant,53.2,15
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,18,m,9.6,20.8,°°°,Treatmentgruppe,55.9,"+9,6°°°","(+20,8%)",69.9,Treatmentgruppe,62.9,17.8,signifikant,significant,51.9,18
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,2,j,9.5,19.7,°°°,Treatmentgruppe,57.8,"+9,5°°°","(+19,7%)",71.8,Treatmentgruppe,64.8,1.8,signifikant,significant,53.8,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,21,m,8.7,18.7,°°°,Treatmentgruppe,55.4,"+8,7°°°","(+18,7%)",69.4,Treatmentgruppe,62.4,20.8,signifikant,significant,51.4,21
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,24,m,9.5,19.7,°°°,Treatmentgruppe,57.8,"+9,5°°°","(+19,7%)",71.8,Treatmentgruppe,64.8,23.8,signifikant,significant,53.8,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,3,j,8.1,16.2,°°°,Treatmentgruppe,57.8,"+8,1°°°","(+16,2%)",71.8,Treatmentgruppe,64.8,2.8,signifikant,significant,53.8,36
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,3,m,26.8,84.1,°°°,Treatmentgruppe,58.7,"+26,8°°°","(+84,1%)",72.7,Treatmentgruppe,65.7,2.8,signifikant,significant,54.7,3
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,4,j,6.9,13.7,°°°,Treatmentgruppe,57.2,"+6,9°°°","(+13,7%)",71.2,Treatmentgruppe,64.2,3.8,signifikant,significant,53.2,48
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,5,j,6.2,12.2,°°°,Treatmentgruppe,57.2,"+6,2°°°","(+12,2%)",71.2,Treatmentgruppe,64.2,4.8,signifikant,significant,53.2,60
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,6,j,5.5,11,°°°,Treatmentgruppe,55.4,"+5,5°°°","(+11,0%)",69.4,Treatmentgruppe,62.4,5.8,signifikant,significant,51.4,72
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,6,m,18.1,47.7,°°°,Treatmentgruppe,56.1,"+18,1°°°","(+47,7%)",70.1,Treatmentgruppe,63.1,5.8,signifikant,significant,52.1,6
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Beschäftigung,Employment,9,m,13.5,32.7,°°°,Treatmentgruppe,54.6,"+13,5°°°","(+32,7%)",68.6,Treatmentgruppe,61.6,8.8,signifikant,significant,50.6,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,1,j,-3.8,-31.2,°°°,Treatmentgruppe,8.4," -3,8°°°","(-31,2%)",26.3,Treatmentgruppe,19.3,0.8,signifikant,significant,4.4,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,12,m,-3.8,-31.2,°°°,Treatmentgruppe,8.4," -3,8°°°","(-31,2%)",26.3,Treatmentgruppe,19.3,11.8,signifikant,significant,4.4,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,15,m,-3.7,-28.7,°°°,Treatmentgruppe,9.2," -3,7°°°","(-28,7%)",26.9,Treatmentgruppe,19.9,14.8,signifikant,significant,5.199999999999999,15
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,18,m,-3.6,-26.3,°°°,Treatmentgruppe,10," -3,6°°°","(-26,3%)",27.6,Treatmentgruppe,20.6,17.8,signifikant,significant,6,18
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,2,j,-3.7,-24.2,°°°,Treatmentgruppe,11.6," -3,7°°°","(-24,2%)",29.3,Treatmentgruppe,22.3,1.8,signifikant,significant,7.6,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,21,m,-3.6,-25,°°°,Treatmentgruppe,10.8," -3,6°°°","(-25,0%)",28.4,Treatmentgruppe,21.4,20.8,signifikant,significant,6.800000000000001,21
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,24,m,-3.7,-24.2,°°°,Treatmentgruppe,11.6," -3,7°°°","(-24,2%)",29.3,Treatmentgruppe,22.3,23.8,signifikant,significant,7.6,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,j,-3.8,-20.2,°°°,Treatmentgruppe,14.8," -3,8°°°","(-20,2%)",32.6,Treatmentgruppe,25.6,2.8,signifikant,significant,10.8,36
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,3,m,-3.6,-42.3,°°°,Treatmentgruppe,4.9," -3,6°°°","(-42,3%)",22.6,Treatmentgruppe,15.6,2.8,signifikant,significant,0.9000000000000004,3
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,4,j,-3.7,-17,°°°,Treatmentgruppe,18.2," -3,7°°°","(-17,0%)",35.9,Treatmentgruppe,28.9,3.8,signifikant,significant,14.2,48
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,5,j,-3.4,-14.3,°°°,Treatmentgruppe,20.3," -3,4°°°","(-14,3%)",37.7,Treatmentgruppe,30.7,4.8,signifikant,significant,16.3,60
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,j,-3.1,-11.6,°°°,Treatmentgruppe,23.4," -3,1°°°","(-11,6%)",40.5,Treatmentgruppe,33.5,5.8,signifikant,significant,19.4,72
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,6,m,-3.8,-37.2,°°°,Treatmentgruppe,6.4," -3,8°°°","(-37,2%)",24.3,Treatmentgruppe,17.3,5.8,signifikant,significant,2.4000000000000004,6
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,Erwerbsinaktivität,Economic inactivity,9,m,-3.8,-33.6,°°°,Treatmentgruppe,7.6," -3,8°°°","(-33,6%)",25.4,Treatmentgruppe,18.4,8.8,signifikant,significant,3.5999999999999996,9
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",1,j,15.1,46,°°°,Treatmentgruppe,47.9,"+15,1°°°","(+46,0%)",61.9,Treatmentgruppe,54.9,0.8,signifikant,significant,43.9,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",12,m,15.1,46,°°°,Treatmentgruppe,47.9,"+15,1°°°","(+46,0%)",61.9,Treatmentgruppe,54.9,11.8,signifikant,significant,43.9,12
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",15,m,13,36.9,°°°,Treatmentgruppe,48.4,"+13,0°°°","(+36,9%)",62.4,Treatmentgruppe,55.4,14.8,signifikant,significant,44.4,15
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",18,m,11.4,31.5,°°°,Treatmentgruppe,47.5,"+11,4°°°","(+31,5%)",61.5,Treatmentgruppe,54.5,17.8,signifikant,significant,43.5,18
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",2,j,10.9,28.3,°°°,Treatmentgruppe,49.3,"+10,9°°°","(+28,3%)",63.3,Treatmentgruppe,56.3,1.8,signifikant,significant,45.3,24
Eingliederungsbeihilfe (EB),Wage subsidy,Annahme: 50% Mitnahmen,"Ungeförderte, unselbstständige Aktivbeschäftigung","Non-subsidised, dependent, active employment",21,m,10.3,28,°°°,Treatmentgruppe,47.2,"+10,3°°°","(+28,0%)",61.2,Treatmentgruppe,54.2,20.8,signifikant,significant,43.2,21
